0.579349	-0.020957258	-0.15287717	0.44556305	0.17488614	-0.21206616	0.15026896	-0.06391293	0.37549055	-0.5869603	-0.8258652	0.1396354	-0.48132598	-0.65962595	-0.26159814	-0.1611792	-0.64181167	0.01484269	-0.022442771	0.48387447
0.46905926	0.38613504	-0.4509114	0.4658323	0.08065819	-0.42719883	0.12626421	0.19028205	0.3641281	-0.72335255	-0.91330886	0.4158445	-0.6309478	-0.3961433	-0.32333738	-0.016215915	-0.23247056	0.12372349	-0.18075076	0.41107655
0.6086888	-0.2686338	0.1440337	0.28376448	0.15698165	-0.15895103	0.021837484	-0.52989256	0.25081432	-0.6873336	-1.024901	0.21585609	-0.8026981	-0.5114427	-0.57703906	-0.2271656	-0.7348145	-0.13814045	-0.023643052	0.15538609
0.34590685	-0.15797316	0.20947343	0.69850105	0.35259977	-0.29746866	-0.21551864	-0.6370272	0.82185304	-0.4582408	-0.815805	0.44985512	-1.050356	-0.39700276	-0.053045712	-0.061034247	-0.81749946	0.021767851	0.06078022	0.71992385
1.3829159	0.5180137	0.09705963	0.8872443	0.9148404	0.44030955	-0.60453445	-0.9312093	1.3950175	-0.3492761	-1.2099661	-0.04053289	0.3054442	-0.03031177	-0.74873096	-0.3391249	-1.1084412	0.059952673	-0.34226444	0.51780546
0.78802496	0.012978234	-0.14303036	0.4580364	0.07283371	-0.19529673	0.08964991	-0.3515742	1.1827769	-0.39139602	-0.72276425	0.5480547	-1.2011119	-0.648825	-0.10028797	-0.3160663	-0.59388053	0.43743747	0.0725275	1.4019786
1.1511325	0.602873	-0.150113	0.6463671	-0.1756443	0.43747732	-0.84270424	-1.1648676	0.69484365	-0.12506141	-1.3409879	-0.45671454	-1.0965507	-1.1963013	-0.60929304	-0.019211031	-0.692628	0.46231383	0.441966	0.9201625
2.036679	-0.12624946	-1.1515673	1.0896962	1.5385624	0.33523348	-1.0941542	-0.70400304	2.0104706	0.13137034	-1.9803877	0.25318062	-0.5891841	-0.9789958	-0.066686705	-0.37615976	-0.52059495	-0.47212094	-0.46841565	1.1257758
0.9542335	-0.24786818	-0.8521526	0.6875354	0.08476583	-0.48264673	-0.2174574	0.6745331	0.9700981	-0.45576945	-1.2930222	0.54519767	-0.72840923	-0.2811392	-0.35337675	-0.25883803	-0.6960126	0.15657385	-0.040103603	0.7263372
1.3066722	0.63250095	-0.8775255	0.68195105	0.7249472	0.47156847	-0.52130574	-0.9073697	1.6285625	-0.14715412	-1.0539302	0.28263187	-0.40908712	-1.141366	-0.24868646	-0.3829935	-1.2036991	-0.18640693	-0.5857758	1.1518341
1.3637118	0.28225607	-0.7755586	0.80451167	0.6708379	-0.070134856	-0.13722625	-0.9388812	1.0190777	-1.1385093	-1.8920285	-0.009301009	-1.3904686	-0.8233582	-0.014491894	-0.9010594	-0.50584126	-0.14433342	0.5346961	0.7703844
1.399581	-0.32440212	-0.3475791	1.674927	0.3335826	0.011799795	-0.6122993	-1.6095768	0.7645499	-1.5132262	-1.2625228	0.4674824	-0.94162875	-0.44743928	-1.2181964	-0.38041347	-1.494546	0.66584146	-0.06488803	0.8809452
2.5000749	0.12195527	-0.48642394	1.522417	1.1549032	-0.25897282	-0.61945206	-2.085281	0.9936717	-1.1372759	-1.7569488	0.69192374	-1.2055445	-0.06890679	-0.6109154	-0.5078325	-0.8940627	1.3322576	-0.5878722	0.58467054
0.4436347	-0.120647795	0.2085659	0.715434	-0.09658398	-0.044179127	-0.64957327	-0.49596924	0.6574005	-0.20996518	-0.86544245	0.43635252	-1.4536958	-0.7452202	-0.4528911	-0.3552069	-0.78423655	-0.18167758	0.3235285	1.0123107
0.8478562	1.353991	-0.8750975	0.648241	0.6591407	0.2675157	-0.7421457	-0.6701627	1.0509933	-0.9860627	-1.81201	-0.6253954	-1.2102374	-1.0635477	-0.72430855	-1.0170393	-1.3285056	0.28181118	0.28055742	0.8931019
2.834396	0.005785531	-0.2088845	0.44383058	0.26540962	-0.14322811	-0.24938865	-0.24374335	1.4196107	-0.7352845	-1.0826476	1.4433683	-1.2592027	-0.32231456	-1.6123515	-0.8233976	-1.3422129	0.79377884	-0.46409824	1.1442994
